Triebkraft	1.0434782608695652	0.21659544159544175	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.3999999999999999	nan	nan	nan	nan	0.05833333333333335	nan	nan	nan	nan	0.0	0.5499999999999999	nan	nan	nan	nan	nan	-0.16666666666666674	-0.6666666666666667	nan	nan	nan	nan	-0.6666666666666667	nan	nan	0.5588158762666864	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5327178712639409	nan	nan	nan	nan	1.0	0.6128854901819191	nan	nan	nan	nan	0.024992317692061672	nan	nan	-0.3333333333333333	-0.3333333333333333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.968245836551854	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	0.49999999999999994	nan	nan	nan	nan	nan	-0.3333333333333333	nan	nan	nan	nan	nan	nan	nan	nan	0.3333333333333333	0.375	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.19999999999999996	nan	nan	nan	nan	0.4	nan	nan	nan	nan	0.0	0.6	nan	nan	nan	nan	1.0	0.5	0.0	nan	nan	nan	nan	0.0	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	3	0	0	31	109	43	33	0	0	0	0	216	0	72	49	84	11
Überflutung	1.035	0.7053571428571428	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.7053571428571428	nan	nan	nan	nan	nan	0.7053571428571428	nan	nan	nan	nan	nan	0.7053571428571428	nan	nan	nan	nan	nan	nan	nan	nan	0.7495012588148646	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.7495012588148646	nan	nan	nan	nan	nan	nan	nan	0.7100469468046933	0.7100469468046933	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.7100469468046933	nan	nan	nan	nan	nan	0.7100469468046933	nan	nan	nan	nan	nan	0.7100469468046933	nan	nan	nan	nan	nan	nan	nan	nan	0.5	0.5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5	nan	nan	nan	nan	nan	0.5	nan	nan	nan	nan	nan	0.5	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	164	43	0	0	0	0	0	207	0	77	32	90	8
überwintern	1.1098484848484849	0.1773287122986853	-0.6867132867132864	0.15262515262515275	-0.41666666666666696	0.23464540210383444	-0.41666666666666696	0.5277777777777778	0.5173587807606264	-0.5	0.356255707762557	1.0	nan	nan	nan	nan	nan	-0.45813953488372117	nan	-0.41666666666666696	0.0	-0.40000000000000013	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.32981909215633953	-1.353087675523696	-0.20923297708130129	0.69615596525278	0.12249308592285568	0.5448887963136755	1.0	nan	nan	nan	nan	1.0	-0.7474294765057237	0.04903035091696961	0.11102603862097771	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6728413596949354	0.719754013180801	nan	0.4186903892894491	nan	0.2829582292090551	nan	0.5000000000000001	0.551505590036569	nan	0.6592620395424031	0.9999999999999999	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.31034482758620696	0.29833333333333334	nan	nan	0.0	nan	0.0	0.33333333333333337	0.5	0.0	0.4	1.0	nan	nan	nan	nan	nan	nan	1.0	0.0	0.0	0.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2	2	3	2	10	2	0	0	0	0	1	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	83	26	119	41	293	25	46	106	99	17
unbedenklich	1.0541871921182266	-0.3694805194805195	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.3694805194805195	nan	nan	nan	nan	nan	-0.3694805194805195	nan	nan	nan	nan	nan	-0.3694805194805195	nan	nan	nan	nan	nan	nan	nan	nan	-0.17321493467046878	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.17321493467046878	nan	nan	nan	nan	nan	nan	nan	0.0	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	0.09999999999999998	0.09999999999999998	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09999999999999998	nan	nan	nan	nan	nan	0.09999999999999998	nan	nan	nan	nan	nan	0.09999999999999998	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	153	61	0	0	0	0	0	214	0	89	54	69	2
ungebrechen	1.0419847328244274	0.5041666666666667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5041666666666667	nan	nan	nan	nan	nan	0.5041666666666667	nan	nan	nan	nan	nan	0.5041666666666667	nan	nan	nan	nan	nan	nan	nan	nan	0.6747744111062037	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6747744111062037	nan	nan	nan	nan	nan	nan	nan	0.8114822249196493	0.8114822249196493	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8114822249196493	nan	nan	nan	nan	nan	0.8114822249196493	nan	nan	nan	nan	nan	0.8114822249196493	nan	nan	nan	nan	nan	nan	nan	nan	0.4545454545454546	0.4545454545454546	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.4545454545454546	nan	nan	nan	nan	nan	0.4545454545454546	nan	nan	nan	nan	nan	0.4545454545454546	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	201	72	0	0	0	0	0	273	2	156	66	32	17
Vernehmen	1.0364741641337385	0.9310804899387577	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9310804899387577	nan	nan	nan	nan	nan	0.9310804899387577	nan	nan	nan	nan	nan	0.9310804899387577	nan	nan	nan	nan	nan	nan	nan	nan	0.9091379696775936	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9091379696775936	nan	nan	nan	nan	nan	nan	nan	0.9313342646680636	0.9313342646680636	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9313342646680636	nan	nan	nan	nan	nan	0.9313342646680636	nan	nan	nan	nan	nan	0.9313342646680636	nan	nan	nan	nan	nan	nan	nan	nan	0.8333333333333334	0.8333333333333334	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.8333333333333334	nan	nan	nan	nan	nan	0.8333333333333334	nan	nan	nan	nan	nan	0.8333333333333334	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	296	45	0	0	0	0	0	341	86	84	14	142	15
Vernichtungskrieg	1.2067137809187278	0.41198055863497574	0.06132139465472808	0.6324222665926544	1.0	0.520881689232753	0.0	1.0	0.5213887044455088	0.25	0.0	nan	nan	nan	nan	nan	nan	-0.44514472455648946	nan	-0.12222222222222223	0.0	-0.25	nan	0.39494739829964365	-0.20000000000000018	0.4815510576380141	0.6252003410059676	0.6716666666666666	nan	-0.4183333333333332	0.5107205489897064	nan	0.952	0.7777777777777778	0.0	nan	0.0	0.2573380867498515	0.5177568832039015	1.0	0.5327178712639409	1.0	0.5407502274063691	0.4102774080171523	1.0	nan	nan	nan	nan	nan	0.3017806528240259	0.04903035091696961	-0.18314537647962603	nan	0.14780981612104227	0.6033099205670222	0.7358012753421757	0.7744272628158722	nan	-0.14764786529462182	1.0	0.9496120870556074	0.818980817002316	0.6006309161580501	nan	0.41499539061523716	0.5004741926379797	0.7243841587846802	0.8244703804723963	0.42690748412273116	0.6632840219915082	0.9999999999999999	0.5123482767206265	nan	1.0	0.5062311058166681	0.9999999999999999	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5922539208337335	0.6666666666666667	0.5976211600217352	0.6721230028171908	0.7416914391735253	nan	nan	0.7020399820628621	nan	0.9733285267845754	0.8660254037844387	nan	nan	nan	0.7272476054758308	0.45161290322580644	0.4809057971014493	0.33333333333333337	nan	1.0	nan	0.0	1.0	nan	0.0	0.5	1.0	nan	nan	nan	nan	nan	0.33333333333333337	nan	0.6	0.0	0.33333333333333337	nan	nan	0.0	0.4347826086956522	0.4666666666666667	0.6	nan	0.33333333333333337	nan	1.0	0.8	0.6666666666666667	0.75	nan	0.0	0.1333333333333333	2	1	3	2	2	1	0	0	0	0	0	5	1	3	0	5	23	15	20	0	12	1	5	3	4	0	1	15	50	369	39	0	74	46	82	23	683	8	232	239	199	5
Vorbereitung	1.0242718446601942	0.11224489795918369	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.08333333333333337	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	0.11224489795918358	nan	nan	nan	nan	0.08333333333333337	0.0	nan	nan	nan	nan	nan	nan	nan	nan	0.2781425399962095	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.469170346177906	0.1776802463502477	nan	nan	nan	nan	nan	nan	nan	1.0	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6454972243679028	nan	nan	nan	nan	1.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.2	0.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	0.5	nan	nan	nan	nan	nan	0.19999999999999996	nan	nan	nan	nan	0.0	0.5	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	127	48	36	0	0	0	0	211	0	76	67	67	1
vorjährig	1.0394088669950738	-0.0714285714285714	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.0714285714285714	nan	nan	nan	nan	nan	-0.0714285714285714	nan	nan	nan	nan	nan	-0.0714285714285714	nan	nan	nan	nan	nan	nan	nan	nan	0.5721045530264823	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5721045530264823	nan	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.75	0.75	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.75	nan	nan	nan	nan	nan	0.75	nan	nan	nan	nan	nan	0.75	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	128	83	0	0	0	0	0	211	2	3	48	150	8
Waffenruhe	1.120879120879121	0.05255040840806535	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.173469387755102	nan	nan	nan	nan	-0.2651489047501847	nan	nan	nan	nan	-0.16666666666666674	0.004767369255952669	nan	nan	nan	nan	0.05555555555555558	-0.3074866310160427	-0.0714285714285714	nan	nan	nan	nan	0.0	nan	0.0	0.3818102524964103	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.31199030935334426	nan	nan	nan	nan	0.5932783283648357	0.14580267125613344	nan	nan	nan	nan	0.4102774080171523	1.0	0.5173694067951958	0.059761430466719674	0.059761430466719674	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.14285714285714285	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.17529125283258118	nan	nan	nan	nan	0.059761430466719674	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5625	0.6127946127946128	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5714285714285714	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5	nan	nan	nan	nan	nan	0.5555555555555556	0.4545454545454546	0.75	nan	nan	nan	nan	0.5	1.0	0.6666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	9	11	0	0	0	0	2	3	3	50	118	56	82	0	0	0	0	306	0	8	70	223	5
Walzwerk	1.0674603174603174	0.1750857142857143	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.28500000000000003	nan	nan	nan	nan	-0.13194444444444442	nan	nan	nan	nan	0.0	0.2607302118171684	nan	nan	nan	nan	0.45833333333333337	-0.0708333333333333	nan	nan	nan	nan	nan	nan	nan	nan	0.46367366877678984	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.41499539061523716	nan	nan	nan	nan	0.5531746642836856	0.5283756093798004	nan	nan	nan	nan	nan	nan	nan	0.6123724356957945	0.6123724356957945	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.25000000000000006	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.47507309379130747	nan	nan	nan	nan	0.6123724356957945	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6428571428571428	0.45	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5	nan	nan	nan	nan	0.6666666666666667	nan	nan	nan	nan	0.0	0.6923076923076923	nan	nan	nan	nan	0.6	0.75	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	8	0	0	0	0	0	0	0	0	172	55	42	0	0	0	0	269	0	63	22	167	17
Warschauer	1.0705882352941176	-0.13589084679393038	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.13589084679393038	nan	nan	nan	nan	nan	-0.13589084679393038	nan	nan	nan	nan	nan	-0.13589084679393038	nan	nan	nan	nan	nan	nan	nan	nan	0.09166359188496143	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.09166359188496143	nan	nan	nan	nan	nan	nan	nan	0.19680853816147023	0.19680853816147023	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.1968085381614702	nan	nan	nan	nan	nan	0.19680853816147023	nan	nan	nan	nan	nan	0.19680853816147023	nan	nan	nan	nan	nan	nan	nan	nan	0.25	0.25	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.25	nan	nan	nan	nan	nan	0.25	nan	nan	nan	nan	nan	0.25	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	253	111	0	0	0	0	0	364	37	127	96	102	2
Westen	1.021551724137931	0.37642857142857145	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.37642857142857145	nan	nan	nan	nan	nan	0.37642857142857145	nan	nan	nan	nan	nan	0.37642857142857145	nan	nan	nan	nan	nan	nan	nan	nan	0.49620087293089365	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.49620087293089365	nan	nan	nan	nan	nan	nan	nan	0.45643546458763845	0.45643546458763845	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.45643546458763845	nan	nan	nan	nan	nan	0.45643546458763845	nan	nan	nan	nan	nan	0.45643546458763845	nan	nan	nan	nan	nan	nan	nan	nan	0.6	0.6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6	nan	nan	nan	nan	nan	0.6	nan	nan	nan	nan	nan	0.6	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	185	52	0	0	0	0	0	237	10	103	28	94	2
wuchernd	1.0896860986547086	0.1310924369747899	-0.5591397849462367	0.4552392739273927	0.0	-0.125	nan	0.8333333333333333	0.33079096045197753	-0.41666666666666696	0.7441860465116279	-0.41666666666666696	nan	nan	nan	nan	nan	-0.4583333333333335	nan	0.0	0.0	-0.41666666666666696	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.037184721204376325	-1.4017335216136129	nan	0.878178406511047	-0.20923297708130129	0.6129575209914053	-0.20923297708130129	nan	nan	nan	nan	nan	0.41499539061523716	0.04903035091696961	-0.03548354465610082	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9615124735378854	0.9743416490252569	nan	0.5397956190493097	nan	0.408248290463863	nan	0.9999999999999999	0.34158981884131645	nan	0.9486832980505139	nan	nan	nan	nan	nan	nan	0.3333333333333333	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.17647058823529416	0.10416666666666667	0.0	0.30000000000000004	0.0	0.19999999999999996	nan	0.5	0.16666666666666663	0.0	0.33333333333333337	0.0	nan	nan	nan	nan	nan	0.0	nan	0.0	0.0	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	0	2	2	6	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	97	18	65	35	243	27	70	59	79	8
Zehner	1.1292372881355932	0.6842328254351885	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.751596614479215	nan	nan	nan	nan	nan	0.7047818143489566	nan	nan	nan	nan	nan	0.7208146666747717	0.49780589638718487	nan	nan	nan	nan	nan	0.8001373626373627	0.47109720176730485	0.6038357233599703	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6258088989212822	nan	nan	nan	nan	nan	0.8840075514766006	0.1279979350220597	0.8733575680037673	0.8153070422422054	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.9012364792027624	nan	nan	nan	nan	nan	0.8915329923934041	nan	nan	nan	nan	nan	0.9212200252185054	0.5383418172738444	nan	nan	nan	nan	nan	0.8001322641986388	0.724568837309472	0.44897959183673464	0.5203081232492998	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.38235294117647056	nan	nan	nan	nan	nan	nan	0.75	0.4285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	8	7	46	360	127	0	0	0	0	0	533	181	97	40	115	100
Zurückgebleibene	1.0391566265060241	0.6743326118326118	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6743326118326118	nan	nan	nan	nan	nan	0.6743326118326118	nan	nan	nan	nan	nan	0.6743326118326118	nan	nan	nan	nan	nan	nan	nan	nan	0.7774596425121776	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.7774596425121776	nan	nan	nan	nan	nan	nan	nan	0.6900655593423543	0.6900655593423543	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6900655593423543	nan	nan	nan	nan	nan	0.6900655593423543	nan	nan	nan	nan	nan	0.6900655593423543	nan	nan	nan	nan	nan	nan	nan	nan	0.6666666666666667	0.6666666666666667	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.6666666666666667	nan	nan	nan	nan	nan	0.6666666666666667	nan	nan	nan	nan	nan	0.6666666666666667	nan	nan	nan	nan	nan	nan	nan	nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	273	72	0	0	0	0	0	345	0	62	174	90	19
zurückwerfen	1.2399150743099787	0.45010192588273956	0.5742185259535417	0.23975381105332927	0.0703125	0.8604512253396136	nan	0.9333333333333333	0.36320046865094324	0.0	-0.10757314974182441	0.0	nan	nan	nan	nan	nan	0.45676947850860905	nan	-0.8	1.0	0.0	nan	0.5219967280620103	0.7949907235621521	0.1342592592592593	0.9396825396825397	0.6468882796435915	nan	0.6153846153846154	0.36197098183399556	nan	0.4295918367346939	nan	-0.07499999999999996	nan	nan	0.39761904761904765	0.5572485794080428	0.493974787605166	1.0	0.9134618393770755	0.04903035091696961	-0.24310355494430214	0.6257533600927111	nan	nan	nan	nan	nan	-1.0142328610219136	1.0	0.6124511097532349	nan	0.8577832688323452	-0.014318974568571674	0.9549910583719944	0.7662821139512055	nan	0.8407740466630818	nan	0.4693762824791672	1.0	0.40217536941610144	nan	1.0	0.7649111108423028	0.6772892931596856	0.7058712629392442	0.5351100634701151	0.637957545911086	0.0	0.8790202652185082	nan	1.0	0.4755061518173592	nan	0.6254627916220946	nan	nan	nan	nan	nan	nan	0.570925587743791	nan	nan	1.0	nan	nan	0.5963898632258302	0.79611324338708	0.6101746434497988	0.9365079365079364	0.7156827402827759	nan	0.6546536707079771	0.3637261690198569	nan	0.7426106572325059	nan	1.0	nan	nan	0.3892494720807615	0.5234375	0.5584447229184072	nan	nan	0.25	nan	1.0	0.6666666666666667	nan	0.0	0.1428571428571429	0.6666666666666667	nan	nan	nan	nan	nan	nan	nan	0.0	1.0	0.5	nan	nan	0.7142857142857143	0.2592592592592593	0.8	0.7	nan	0.875	nan	nan	0.2857142857142857	1.0	0.0	nan	1.0	0.75	4	1	3	1	7	3	0	0	0	0	0	5	5	2	0	7	27	10	20	0	8	0	7	1	4	0	1	12	56	281	38	0	67	31	88	23	584	59	356	96	69	4
Zuwachs	1.0564102564102564	0.05263157894736836	0.0703125	0.05833333333333335	0.0	0.0	nan	0.0	0.08333333333333337	0.16666666666666663	0.0	nan	nan	nan	nan	nan	nan	0.0	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.56262025361973	0.04903035091696961	nan	0.7750001255435742	0.6437914188594795	0.5917779799167726	1.0	nan	nan	nan	nan	nan	nan	nan	0.41499539061523716	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.5000000000000001	0.5000000000000001	0.5443310539518174	0.408248290463863	nan	nan	nan	nan	0.14142135623730953	0.5000000000000001	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.45454545454545453	0.4166666666666667	0.25	0.4	0.0	0.6666666666666667	nan	0.6666666666666667	0.33333333333333337	0.33333333333333337	0.5	1.0	nan	nan	nan	nan	nan	0.0	nan	nan	nan	0.0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	0	3	3	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	76	21	63	30	206	29	32	78	52	15
